,Proj. Type,Organization Name,Project Name,City,SPA,CD,SD,Geo Code,HMIS Participating,Inventory Type,Bed Type,Target Pop.,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding?,Housing Type,McKinney- Vento: Yhdp,Overflow Beds,PIT Count,Total Beds,Utilization Rate,funding_sources
117,Emergency Shelter,Christ-Centered Ministries,FIST 4 (W),Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,15,20,75.0,['Additional Federal Funding: Other']
118,Emergency Shelter,Christ-Centered Ministries,FIST 5 (W),Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,10,20,50.0,['Additional Federal Funding: Other']
119,Emergency Shelter,Christ-Centered Ministries,FIST 6 (M),Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,17,20,85.0,['Additional Federal Funding: Other']
120,Emergency Shelter,Christ-Centered Ministries,FIST 7 (M),Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,17,20,85.0,['Additional Federal Funding: Other']
121,Emergency Shelter,Christ-Centered Ministries,MIST (W),Los Angeles,6,8,2,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,13,20,65.0,['Additional Federal Funding: Other']
122,Tranisitional Housing,Christ-Centered Ministries,Restoration Re-Entry Residence Men,Los Angeles,6,8,2,62118,Yes,Current,,,0,0,24,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,24,24,100.0,[]
123,Tranisitional Housing,Christ-Centered Ministries,Restoration Re-Entry Residence Women,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,122,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,8,122,6.557,[]
124,Emergency Shelter,Christ-Centered Ministries,VIP 1 (M) Interim Housing,Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,0,20,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,19,20,95.0,['Additional Federal Funding: Other']
125,Emergency Shelter,Christ-Centered Ministries,VIP 2 (M) Interim Housing,Los Angeles,6,9,2,62118,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,13,20,65.0,['Additional Federal Funding: Other']
126,Emergency Shelter,City Net,Esperanza Villa Individual Shelter Baldwin Park,Baldwin Park,3,0,1,60234,Yes,Current,Facility-based beds,,0,0,25,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,24,25,96.0,['Additional Federal Funding: Other']
127,Emergency Shelter,City Net,Tiny Home Bridge Family Housing Baldwin Park,Baldwin Park,3,0,1,60234,Yes,Current,Facility-based beds,,50,16,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,45,50,90.0,['Additional Federal Funding: Other']
128,Rapid Re-housing,City of Burbank,Burbank Rapid Re-Housing,Burbank,2,0,5,60456,Yes,Current,,,4,1,6,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,10,10,100.0,['Additional Federal Funding: Other']
129,Permonent Supportive Housing,City of Burbank,CA1499 HELP Equal Access to Supportive Living,Burbank,2,0,5,60456,Yes,Current,,,19,6,16,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,38,35,108.571,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
130,Tranisitional Housing,City of Covina,McGill Transitional House,Covina,3,0,1,69037,Yes,Current,,,7,2,0,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,7,7,100.0,"['McKinney- Vento', 'McKinney- Vento: CocTh']"
131,Rapid Re-housing,City of Pomona,CA0358 Pomona Operation Porchlight Rapid Re-Housing,Pomona,3,0,1,62850,Yes,Current,,,15,4,9,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,24,24,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocRrh']"
132,Permonent Supportive Housing,City of Pomona,CA0462 Shelter Plus Care,Pomona,3,0,1,62850,Yes,Current,,,59,9,80,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,125,139,89.928,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
133,Emergency Shelter,City of Pomona,CES Bridge Housing Program,Pomona,3,0,1,62850,Yes,Current,Facility-based beds,,0,0,50,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,45,50,90.0,['Additional Federal Funding: Other']
134,Emergency Shelter,City of Pomona,CES Crisis Housing SPA 3 VOA,Pomona,3,0,1,62850,Yes,Current,Facility-based beds,,0,0,100,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,92,100,92.0,['Additional Federal Funding: Other']
135,Emergency Shelter,City of Pomona,Cities Cohort Crisis Housing,Pomona,3,0,1,62850,Yes,Current,Facility-based beds,,0,0,3,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,2,3,66.667,['Additional Federal Funding: Other']
136,Emergency Shelter,City of Pomona,PD ESG Crisis Housing,Pomona,3,0,1,62850,Yes,Current,Facility-based beds,,0,0,6,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,5,6,83.333,"['McKinney- Vento', 'McKinney- Vento: EsgEs']"
137,Emergency Shelter,City of Pomona,Tri-City Crisis Housing,Pomona,3,0,1,62850,Yes,Current,Facility-based beds,,0,0,20,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,20,20,100.0,[]
138,Permonent Supportive Housing,City of Santa Monica,Consolidated SIP,Santa Monica,5,0,3,63384,No,Current,,,48,23,216,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,269,264,101.894,[]
140,Permonent Supportive Housing,Coalition for Responsible Community Development,28th Street Apartments,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,40,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,40,40,100.0,[]
141,Permonent Supportive Housing,Coalition for Responsible Community Development,36th Street Apartments,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,10,0,0,0,0,0,10,0,0,No,No,Site-based - clustered / multiple sites,No,0,8,10,80.0,[]
142,Permonent Supportive Housing,Coalition for Responsible Community Development,Broadway Apartments,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,15,0,0,0,0,0,15,0,0,No,No,Site-based - single site,No,0,10,15,66.667,[]
143,Permonent Supportive Housing,Coalition for Responsible Community Development,CA0997 Epworth Apartments,Los Angeles,6,8,2,62118,Yes,Current,,,0,0,19,0,0,0,0,0,19,0,0,No,No,Site-based - single site,No,0,15,19,78.947,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
144,Permonent Supportive Housing,Coalition for Responsible Community Development,CRCD Apartments,Los Angeles,6,8,2,62118,Yes,Current,,,0,0,10,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,10,10,100.0,[]
146,Permonent Supportive Housing,Coalition for Responsible Community Development,PBV Ashley Willowbrook,Los Angeles,6,0,2,62118,Yes,Current,,,34,10,27,0,0,34,0,0,27,0,0,No,Yes,Site-based - single site,No,0,68,61,111.475,['Additional Federal Funding: Other']
147,Permonent Supportive Housing,Coalition for Responsible Community Development,PBV Residence on Main,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,49,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,89,49,181.633,['Additional Federal Funding: Other']
149,Rapid Re-housing,Coalition for Responsible Community Development,TLS Youth SPA 6,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,16,0,0,0,0,0,16,0,0,No,Yes,Tenant-based - scattered site,No,0,16,16,100.0,['Additional Federal Funding: Other']
152,Emergency Shelter,Community Bridge Housing Corporation,Community House Northridge,Northridge,2,12,3,69037,Yes,Current,Facility-based beds,,0,0,24,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,4,24,16.667,['Additional Federal Funding: Other']
153,Emergency Shelter,Community Bridge Housing Corporation,Community House Saticoy,Van Nuys,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,18,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,7,18,38.889,['Additional Federal Funding: Other']
154,Emergency Shelter,Community Bridge Housing Corporation,Community House Sylmar,Sylmar,2,7,3,69037,Yes,Current,Facility-based beds,,0,0,50,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,16,50,32.0,['Additional Federal Funding: Other']
155,Emergency Shelter,Community Bridge Housing Corporation,Community House Van Nuys,Van Nuys,2,6,3,69037,Yes,Current,Facility-based beds,,0,0,15,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,13,15,86.667,['Additional Federal Funding: Other']
156,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,Facility-based beds,DV,27,9,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,42,27,155.556,['Additional Federal Funding: Other']
157,Rapid Re-housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,4,2,0,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,4,4,100.0,[]
158,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,Facility-based beds,DV,0,0,5,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,3,5,60.0,['Additional Federal Funding: Other']
159,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,Facility-based beds,DV,20,4,0,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,13,20,65.0,[]
160,Rapid Re-housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,0,0,42,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,42,42,100.0,['Additional Federal Funding: Other']
161,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,5,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,Facility-based beds,,0,0,6,0,0,0,0,0,6,0,0,No,Yes,Site-based - single site,No,0,1,6,16.667,['Additional Federal Funding: BCP']
162,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,9,2,0,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,3,9,33.333,[]
163,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,34,9,0,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,33,34,97.059,[]
164,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,20,4,0,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,17,20,85.0,[]
165,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No,Current,,HIV,0,0,22,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,19,22,86.364,[]
166,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,5,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,4,4,4,0,0,0,4,0,0,4,0,No,Yes,Tenant-based - scattered site,No,0,3,8,37.5,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
167,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,7,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,16,4,10,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,20,26,76.923,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
168,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,7,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,8,2,9,0,0,0,8,0,0,9,0,No,No,Tenant-based - scattered site,No,0,14,17,82.353,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
169,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,2,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,14,2,14,0,0,0,14,0,0,14,0,No,No,Tenant-based - scattered site,No,0,15,28,53.571,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
170,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,22,22,12,0,0,0,22,0,0,12,0,No,No,Tenant-based - scattered site,No,0,20,34,58.824,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
171,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,3,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,7,2,18,0,0,0,7,0,0,18,0,No,Yes,Tenant-based - scattered site,No,0,19,25,76.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
172,Other PH,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,0,0,20,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,19,20,95.0,['Additional Federal Funding: PIH']
173,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,3,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No,Current,,DV,36,7,0,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,8,36,22.222,"['McKinney- Vento', 'McKinney- Vento: CocTh']"
174,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,3,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,Facility-based beds,DV,16,5,0,3,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,19,19,100.0,[]
175,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,25,8,0,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,23,25,92.0,[]
176,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,20,6,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,20,20,100.0,['Additional Federal Funding: Other']
177,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,0,0,9,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,7,9,77.778,[]
178,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,98,21,84,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,167,182,91.758,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
179,Rapid Re-housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,7,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,9,2,6,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,15,15,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocThRrh']"
180,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,Facility-based beds,DV,40,10,0,0,0,0,0,0,0,0,0,Yes,No,Site-based - single site,No,0,12,40,30.0,[]
181,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,74,6,0,0,0,0,0,0,0,0,0,Yes,No,Site-based - clustered / multiple sites,No,0,38,74,51.351,[]
182,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,51,12,0,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,24,51,47.059,"['McKinney- Vento', 'McKinney- Vento: CocTh']"
183,Rapid Re-housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,0,0,,['Additional Federal Funding: Other']
184,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,23,5,1,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,9,24,37.5,"['McKinney- Vento', 'McKinney- Vento: CocTh']"
185,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,24,7,31,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,56,55,101.818,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
186,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,9,3,21,0,0,0,0,0,0,0,0,No,No,Site-based - clustered / multiple sites,No,0,18,30,60.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
187,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,63,21,100,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,166,163,101.84,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
188,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,2,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No,Current,,HIV,0,0,6,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,6,6,100.0,['Additional Federal Funding: Other']
189,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No,Current,,HIV,0,0,10,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,8,10,80.0,['Additional Federal Funding: Other']
190,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,0,0,38,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,35,38,92.105,[]
191,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No,Current,,HIV,0,0,10,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,10,10,100.0,[]
192,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No,Current,,HIV,0,0,5,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,5,5,100.0,['Additional Federal Funding: Other']
193,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,Facility-based beds,DV,9,4,1,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,10,10,100.0,['Additional Federal Funding: Other']
194,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,36,10,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,25,36,69.444,['Additional Federal Funding: Other']
195,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,7,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,Facility-based beds,DV,4,2,5,0,0,0,0,0,0,0,0,Yes,Yes,Site-based - single site,No,0,7,9,77.778,['Additional Federal Funding: Other']
196,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,0,0,20,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,20,20,100.0,[]
197,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,0,0,35,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,33,35,94.286,[]
198,Emergency Shelter,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,Facility-based beds,DV,22,8,0,0,0,0,0,0,0,0,0,Yes,No,Site-based - single site,No,0,13,22,59.091,[]
199,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,24,6,0,0,0,0,0,0,0,0,0,Yes,No,Site-based - single site,No,0,21,24,87.5,[]
200,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,49,16,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,37,49,75.51,['Additional Federal Funding: HOPWA-TH']
201,Rapid Re-housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,141,46,22,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,163,163,100.0,['Additional Federal Funding: Other']
202,Permonent Supportive Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,Yes,Current,,HIV,0,0,17,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,20,17,117.647,['Additional Federal Funding: Other']
203,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,3,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,0,0,1,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,1,1,100.0,[]
204,Tranisitional Housing,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,3,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,No - Comparable Database,Current,,DV,7,2,0,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,7,7,100.0,[]
205,Permonent Supportive Housing,County of Los Angeles Department of Military and Veterans Affairs,CA0421 Consolidated DMVA,Los Angeles ,4,9,1,62118,Yes,Current,,,23,10,59,0,23,0,0,59,0,0,0,No,No,Tenant-based - scattered site,No,0,40,82,48.78,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
206,Emergency Shelter,Covenant House California,CES Bridge Housing Program Youth,Los Angeles,4,13,3,62118,Yes,Current,Facility-based beds,,0,0,36,0,0,0,0,0,36,0,0,No,Yes,Site-based - single site,No,0,33,36,91.667,['Additional Federal Funding: Other']
